ID,Question,GT_Answer,SKnowGPT,Ranked_KG_output
60,"Doctor, I have an open wound on my hip and it's not healing. It's been a few days now and the pain is worse.","Based on your description, I suggest we first perform wound care management and culture your wound. We need to see if any bacteria is present. Additionally, I recommend we perform a complete physical skin exam to assess the extent of the wound. Depending on the size of the wound, we might also need to suture it or apply a splint. If we suspect any bone involvement, a plain X-ray may be necessary. Finally, we may need to refer you to home health care service for ongoing wound care management.","Based on your symptoms, it's likely that the open wound on your hip is not healing properly and causing you pain. To better assess the situation, I recommend a complete physical skin exam to evaluate the wound and identify any potential underlying issues.

Additionally, we may need to perform a plain x-ray (X-ray) to rule out any underlying bone or joint damage that could be contributing to the delayed healing process.

In terms of treatment, we can discuss wound care management options to promote healing and alleviate your symptoms. This may include cleaning and dressing the wound, applying antibiotic ointments, and monitoring for signs of infection.

Let's work together to get your wound healed and manage your pain effectively.","['Open_wound_of_the_hip has_symptom Hip_pain', 'Complete_physical_skin_exam_performed_(ML) can_check_disease Open_wound_of_the_hip has_symptom Hip_pain', 'Hip_pain possible_disease Open_wound_of_the_hip', 'Open_wound_of_the_hip need_medical_test Complete_physical_skin_exam_performed_(ML)', 'Open wound of the hip has symptom Leg pain Hip pain Hip swelling', 'Human possible_cure_disease Open_wound_of_the_hip', 'Open_wound_of_the_hip has_symptom Leg_pain', 'Leg_pain possible_disease Open_wound_of_the_hip', 'Open_wound_of_the_hip need_medical_test Plain_x-ray_(X_ray)', 'Open_wound_of_the_hip need_medical_test Wound_care_management']"
61,"Doctor, my eyesight has been getting blurry and I am having difficulty seeing things clearly, especially at night.","Based on your symptoms, I recommend an ophthalmic examination and evaluation, which includes an eye exam. Additionally, we may need to perform other diagnostic procedures on your eyes to determine the cause of your symptoms. Depending on the diagnosis, other therapeutic procedures may be required, such as procedures on your eyelids, conjunctiva, or cornea, lens and cataract procedures, or a corneal transplant. Our ophthalmologic and otologic diagnosis and treatment services can help address your concerns and provide proper care for your condition.","Based on your symptoms, it's possible that you may have an underlying eye condition affecting your vision. Blurry vision, especially at night, can be related to various conditions such as diabetic retinopathy, cataracts, or even refractive errors like nearsightedness or farsightedness.

To better understand the cause of your symptoms, I would recommend a comprehensive eye examination, including a refraction test and an ophthalmoscopy to evaluate the health of your eyes. This will help us rule out any underlying conditions and determine the best course of action to improve your vision.

In the meantime, please try to avoid driving or operating heavy machinery at night until we can get to the bottom of this issue. If you experience any worsening of symptoms or notice any flashes of light, double vision, or eye pain, please seek immediate medical attention.

Let's schedule an appointment for a thorough eye examination as soon as possible to address your concerns and work towards improving your vision.",[]
62,"Doctor, I think I have swallowed a small object, and it's stuck somewhere in my digestive system. What should I do?","Based on your symptoms, I recommend we perform a radiographic imaging procedure such as a plain x-ray to locate the foreign body. Depending on where it is, we may need to perform an esophageal dilatation or tracheoscopy and laryngoscopy with biopsy. We'll also need to provide intravenous fluid replacement and perform nonoperative removal if possible. In some cases, we may need to consider intubation to ensure your airway is clear.","Based on your symptoms, it's possible that you may have ingested a foreign object that is now obstructing or lodged in your digestive tract. However, without more information, it's difficult to determine the exact nature of the object and its location.

I would recommend seeking immediate medical attention at an emergency room or urgent care center. A thorough physical examination, imaging tests such as X-rays or CT scans, and possibly endoscopy or other procedures may be necessary to locate and remove the object.

In the meantime, please do not attempt to induce vomiting or try to dislodge the object yourself, as this could lead to further complications or even injury. It's essential to seek professional medical help to ensure your safety and proper treatment.",[]
63,"Doctor, my eye is red and painful, and my vision has been affected as well. I think I might have endophthalmitis. ","Based on your symptoms, I recommend that we perform an ophthalmic examination and evaluation (Eye exam) to determine the extent of the infection. We'll also need to perform other therapeutic procedures on your eyelids, conjunctiva, and cornea to help alleviate the symptoms, such as nonoperative removal of any foreign bodies and excision of any skin lesions that may be contributing to the infection. In addition, we'll need to do other diagnostic procedures on your skin and subcutaneous tissue to better understand the root cause of the infection. Finally, we'll want to do a microscopic examination (bacterial smear; culture; toxicology) to determine the type of bacteria causing the infection and to determine the most effective treatment approach.","Based on your symptoms, it's likely that you have endophthalmitis. I recommend a nonoperative removal of foreign body test to confirm the diagnosis. This will help us determine the best course of treatment for your condition. In the meantime, I'll prescribe some medication to manage your pain and reduce inflammation.","['Eye_redness possible_disease Endophthalmitis has_symptom Diminished_vision', 'Eye_redness possible_disease Endophthalmitis has_symptom Pain_in_eye', 'Endophthalmitis has symptom Painful urination Skin lesion Diminished vision Pain in eye Foot or toe pain Eye redness Lacrimation Itchiness of eye Paresthesia Painful sinuses Mass on eyelid Swollen eye', 'Eye_redness possible_disease Endophthalmitis', 'Eye_redness possible_disease Endophthalmitis has_symptom Itchiness_of_eye', 'Eye_redness possible_disease Endophthalmitis need_medical_test Nonoperative_removal_of_foreign_body', 'Pain_in_eye possible_disease Endophthalmitis', 'Eye_redness possible_disease Endophthalmitis has_symptom Swollen_eye', 'Endophthalmitis has_symptom Diminished_vision', 'Endophthalmitis has_symptom Pain_in_eye']"
64,"Hi doctor, I have been having problems with my digestion. I feel like I am not absorbing the nutrients from the food I eat properly.","Okay, to properly diagnose your condition, we would need to perform a few medical tests. These tests include a complete physical skin exam performed, other diagnostic procedures such as an interview, evaluation, and consultation. We would also need to do a lipid panel test to check your cholesterol levels, and a mental health counseling session to address any psychological factors that may be impacting your digestion. Additionally, I would like to screen you for depression and perform a diagnostic ultrasound of your heart, also known as an echocardiogram. We may also recommend physical therapy and rehabilitation as necessary.","Based on your symptoms, it's possible that you may be experiencing intestinal malabsorption. This means that your body is not properly absorbing the nutrients from the food you eat. To further investigate this, we'll need to conduct some tests, including a complete physical skin exam, lipid panel, and diagnostic ultrasound of heart (echocardiogram). Additionally, I recommend mental health counseling and depression screening to rule out any underlying psychological factors that may be contributing to your digestive issues. We can discuss potential medication options, such as Nystatin Topical Product, Calcium Citrate, or Pancreatin, once the test results are in.","['Intestinal malabsorption has symptom Cough Nasal congestion Flatulence Irritable infant Sharp abdominal pain Feeling ill Vomiting Diarrhea Infant spitting up Infant feeding problem Constipation Allergic reaction', 'Intestinal malabsorption need medication Nystatin Topical Product Calcium Citrate Simethicone (Degas) Pancreatin Pancrelipase (Pancrease) Lansoprazole (Prevacid) Vitamin B 12 Multivitamin With Minerals Tobramycin (Tobi) Copper Gluconate (Preservision 2) Penciclovir Topical Ferric Oxide Saccharated (Venofer)', 'Intestinal malabsorption need medical test Mental health counseling Depression screen (Depression screening) Other diagnostic procedures (interview; evaluation; consultation) Other physical therapy and rehabilitation Complete physical skin exam performed (ML) Lipid panel Diagnostic ultrasound of heart (echocardiogram)']"
65,"Doctor, I suspect I have lead poisoning.","The required medical test for lead poisoning is a blood test to measure the amount of lead in your blood. We also need to do a CT scan of your abdomen to see if there is any lead stored in your organs. Additionally, I suggest having procedures on your spleen to check for any damage caused by lead exposure, rather than a bone marrow transplant, which is not necessary for lead poisoning. The other tests you mentioned, such as a corneal transplant or a TURP, would not be required for lead poisoning.","I understand your concern about lead poisoning. Based on the provided medical knowledge information, I see that you haven't mentioned any specific symptoms. However, I can guide you through the process.

Lead poisoning typically presents with a range of symptoms including wrist pain, facial pain, pain in the eye, fatigue, and joint stiffness or tightness, among others. If you're experiencing any of these symptoms, it's essential to seek medical attention promptly.

To diagnose lead poisoning, we would need to conduct certain medical tests such as a Corneal transplant, Transurethral resection of prostate (TURP), Coronary thrombolysis, Control of epistaxis, CT scan abdomen, Procedures on spleen, or Bone marrow transplant (Bmt). 

Once the diagnosis is confirmed, we can discuss treatment options. The medications that might be prescribed to manage lead poisoning include Mecamylamine, Grepafloxacin (Raxar), Malathion Topical, Gemtuzumab (Mylotarg), Air, Troleandomycin, Indium Oxyquinoline In-111 (Indium In-111 Oxyquinoline), Pipecuronium (Arduan), Rabbit Anti-Human T-Lymphocyte Globulin (Thymoglobulin), Iopanoic Acid, and Conjugated Estrogens Topical.

Please note that it's crucial to consult a doctor for an accurate diagnosis and appropriate treatment. If you're concerned about lead poisoning or are experiencing any symptoms, please schedule an appointment with your primary care physician or a specialist as soon as possible.","['Lead poisoning need medication Mecamylamine Grepafloxacin (Raxar) Malathion Topical Gemtuzumab (Mylotarg) Air Troleandomycin Indium Oxyquinoline In-111 (Indium In-111 Oxyquinoline) Pipecuronium (Arduan) Rabbit Anti-Human T-Lymphocyte Globulin (Thymoglobulin) Iopanoic Acid Conjugated Estrogens Topical', 'Lead poisoning has symptom Wrist pain Facial pain Pain in eye Pain during pregnancy Ankle pain Knee lump or mass Excessive anger Fatigue Shoulder cramps or spasms Joint stiffness or tightness Pain or soreness of breast Excessive urination at night', 'Lead poisoning need medical test Corneal transplant Transurethral resection of prostate (TURP) (Turp) Coronary thrombolysis Control of epistaxis CT scan abdomen (Ct of abdomen) Procedures on spleen (Spleen operation) Bone marrow transplant (Bmt)']"
66,"Doctor, I have these weird bumps on my skin that won't go away. They look like small clusters of rough skin. Could it be viral warts?","Yes, it is possible that you have viral warts. To confirm the diagnosis, we will need to perform a complete physical skin exam, and if the warts are large or persistent, then we may need to perform an excision or removal of the skin lesion. We may also need to perform a biopsy to confirm the diagnosis. Additionally, a pelvic exam or rectal examination may be necessary if the warts are in certain locations. After the procedure, we will provide you with wound care management instructions.","Based on your symptoms, it's possible that you have viral warts. The small clusters of rough skin could be a sign of this condition. However, to confirm the diagnosis and rule out other possibilities, I would recommend an excision of skin lesion for further examination. This will help us determine the exact cause of the bumps and develop an appropriate treatment plan.","['Abnormal_appearing_skin possible_disease Viral_warts', 'Viral warts has symptom Skin swelling Lip swelling Abnormal appearing skin Skin lesion Acne or pimples Skin growth Skin moles Skin dryness peeling scaliness or roughness Warts Bumps on penis Too little hair Foot or toe lump or mass', 'Viral_warts has_symptom or_roughness', 'Viral_warts has_symptom Abnormal_appearing_skin', 'Viral_warts has_symptom Bumps_on_penis', 'Skin_growth possible_disease Viral_warts', 'Viral_warts has_symptom Skin_growth', 'or_roughness possible_disease Viral_warts', 'Bumps_on_penis possible_disease Viral_warts', 'Viral_warts need_medical_test Excision_of_skin_lesion']"
67,"Doctor, I have been experiencing excessive sweating no matter what I do. It's becoming really uncomfortable and affecting my daily life.","Based on your symptoms, I would recommend a complete physical skin exam to assess the severity of your hyperhidrosis. We may also do other diagnostic procedures such as an interview or consultation. In extreme cases, excision or other therapeutic nervous system procedures may be necessary. However, since hyperhidrosis may also have an underlying medical cause, we may also need to perform a Prostate specific antigen measurement. If the sweating is affecting your eyes, a corneal transplant might be necessary. And if we suspect there's something wrong with your spleen, we may also need to do procedures on spleen.","Based on your symptoms, it's possible that you may have Hyperhidrosis, a condition characterized by excessive sweating. However, to rule out other potential causes, I would like to conduct some tests and gather more information.

Can you tell me more about when the sweating started, how often it occurs, and if there are any triggers or factors that make it worse? Additionally, I'd like to perform a physical examination and run some diagnostic tests to determine the underlying cause of your symptoms.

In the meantime, I can recommend some general measures to help manage your excessive sweating, such as avoiding certain foods and substances that may trigger sweating, wearing loose, breathable clothing, and using antiperspirants or deodorants specifically designed for hyperhidrosis. But let's work together to identify the root cause of this issue and develop a more targeted treatment plan.",['Sweating possible disease Drug abuse Idiopathic nonmenstrual bleeding Hyperhidrosis Open wound of the neck Conversion disorder Vitamin B12 deficiency Hypoglycemia Peyronie disease Mitral valve disease Labyrinthitis Adrenal cancer Vertebrobasilar insufficiency Subacute thyroiditis Heart attack Open wound of the abdomen Obstructive sleep apnea (OSA) Primary thrombocythemia Tuberculosis Menopause Toxic multinodular goiter Paroxysmal supraventricular tachycardia Heat exhaustion Graves disease Gallstone Angina Pulmonary embolism']
68,"Doctor, I think I might have had a stroke. My left side suddenly felt weak and numb.","I'm sorry to hear that. Given your symptoms, we'll need to run a few tests. We'll start with a radiographic imaging procedure to check for any abnormalities in your brain. We'll also need to run some hematologic tests to check your blood work, including a complete blood count. We'll do a scan CT to get a better picture of what's happening in your brain. Additionally, we'll need to run an electrocardiogram to check your heart's electrical activity. We'll check your glucose level as well, and run an electrolytes panel to make sure everything else is in balance.","Based on your symptoms, it's possible that you may have had a stroke. The sudden weakness and numbness on your left side are concerning signs. To determine the cause of your symptoms, I recommend that we conduct some medical tests, including hematologic tests (blood tests). We'll also need to review your medical history and perform a thorough physical examination to rule out other possible causes. If it's confirmed that you've had a stroke, we can discuss treatment options and create a plan to help you recover.","['Stroke has_symptom Weakness', 'Weakness possible_disease Stroke', 'Dizziness possible_disease Stroke has_symptom Weakness', 'Stroke has_symptom Dizziness', 'Stroke has symptom Depressive or psychotic symptoms Dizziness Abnormal involuntary movements Difficulty speaking Headache Problems with movement Weakness Loss of sensation Focal weakness Slurring words Disturbance of memory Seizures', 'Focal_weakness possible_disease Stroke', 'Loss_of_sensation possible_disease Stroke', 'Dizziness possible_disease Stroke has_symptom Dizziness', 'Dizziness possible_disease Stroke', 'Dizziness possible_disease Stroke need_medical_test Hematologic_tests_(Blood_test)']"
69,"Doctor, I have a painful lump on my buttocks that seems to be getting bigger. I think it might be a pilonidal cyst.","Yes, it is possible that you have a pilonidal cyst. To diagnose and treat this, you will need wound care management, a complete physical skin exam (ML), incision and drainage (I&D), and possibly an excision of the cyst. We will also need to perform a rectal examination and culture your wound. Depending on the severity of your cyst, other therapeutic procedures on your skin and breast may also be necessary.","Based on your symptoms, it's possible that you have a pilonidal cyst. However, to confirm the diagnosis and rule out other potential causes of the lump, I recommend a complete physical skin exam. This will involve a thorough examination of the affected area to assess the size, shape, and tenderness of the lump. Depending on the findings, we may need to perform additional tests or procedures to determine the best course of treatment.","['Back_mass_or_lump possible_disease Pilonidal_cyst', 'Pilonidal_cyst has_symptom Back_mass_or_lump possible_disease Pilonidal_cyst', 'Pilonidal_cyst has_symptom Back_mass_or_lump', 'Pilonidal_cyst has_symptom Back_mass_or_lump possible_disease Spondylitis', 'Pilonidal_cyst has_symptom Back_mass_or_lump possible_disease Sebaceous_cyst', 'Pilonidal_cyst has_symptom Back_mass_or_lump possible_disease Lipoma', 'Pilonidal_cyst has_symptom Bones_are_painful possible_disease Pilonidal_cyst', 'Complete_physical_skin_exam_performed_(ML) can_check_disease Pilonidal_cyst has_symptom Back_mass_or_lump', 'Pilonidal_cyst has_symptom Back_mass_or_lump possible_disease Melanoma', 'Pilonidal_cyst has_symptom Back_mass_or_lump possible_disease Fracture_of_the_rib']"
70,"Doctor, I have been experiencing difficulty walking and balancing, bladder control problems, and incontinence. I am also experiencing memory loss and confusion at times. What could be wrong with me?","It sounds like you may be suffering from Normal Pressure Hydrocephalus. In order to confirm the diagnosis and to determine the best treatment options for you, we need to perform certain medical tests. You will first need to have a radiographic imaging procedure, followed by a Magnetic resonance imaging (MRI) scan. We will also need to conduct other diagnostic procedures such as an interview, evaluation, and consultation. Depending on the severity of the condition, physical therapy exercises, other therapeutic nervous system procedures, and psychotherapy may be required. In certain cases, insertion, replacement, or removal of extracranial ventricular shunt may also be necessary.","Based on your symptoms, it's possible that you may be experiencing neurological issues. The difficulty walking and balancing, bladder control problems, and incontinence could indicate a problem with the nervous system or spinal cord. The memory loss and confusion suggest a cognitive impairment.

Considering your symptoms, I would recommend conducting a thorough medical examination, including a complete blood count (CBC) to rule out vitamin B12 deficiency, which can cause similar symptoms. Additionally, an MRI may be necessary to evaluate any potential issues with the brain or spinal cord.

It's also possible that you may have a peripheral nerve disorder, which would require an examination of your foot to assess any damage or dysfunction.

Furthermore, I would like to explore the possibility of multiple sclerosis, which can cause similar symptoms. A debridement of wound; infection or burn test may be necessary to confirm this diagnosis.

Before we proceed with any treatment, it's essential to conduct a thorough evaluation to determine the underlying cause of your symptoms. Once we have a clear diagnosis, we can discuss appropriate treatment options, including medications and therapies.","['Disturbance_of_memory possible_disease Vitamin_B12_deficiency need_medical_test Complete_blood_count_(Cbc)', 'Disturbance_of_memory possible_disease Vitamin_B12_deficiency', 'Disturbance_of_memory possible_disease Peripheral_nerve_disorder need_medical_test Examination_of_foot', 'Disturbance_of_memory possible_disease Multiple_myeloma has_symptom Impotence', 'Disturbance_of_memory possible_disease Open_wound_of_the_ear', 'Disturbance_of_memory possible_disease Extrapyramidal_effect_of_drugs need_medical_test Intravenous_fluid_replacement', 'Disturbance_of_memory possible_disease Multiple_sclerosis need_medical_test Debridement_of_wound;_infection_or_burn', 'Disturbance_of_memory possible_disease Vitamin_B12_deficiency need_medical_test Magnetic_resonance_imaging_(Mri)', 'Disturbance_of_memory possible_disease Vitamin_B12_deficiency need_medication Cholecalciferol', 'Disturbance_of_memory possible_disease Vitamin_B12_deficiency need_medication Azathioprine']"
71,"Doctor, I have been losing a lot of hair from my scalp and other parts of my body. I think I might have alopecia. ","That does sound concerning. To diagnose alopecia, we will need to perform a few tests. We will start with a complete physical skin exam, followed by a lipid panel to rule out any underlying conditions. Depending on the results, other therapeutic procedures like topical corticosteroids may be prescribed. In some cases, a biopsy or excision of a skin lesion may be necessary, along with other diagnostic procedures on the skin and subcutaneous tissue.","Based on your symptoms, it's likely that you have alopecia. However, we need to rule out other possible causes of hair loss, such as fungal infections or skin conditions. To confirm the diagnosis and identify any underlying causes, I recommend a physical examination, including a scalp exam, and possibly some laboratory tests, such as a skin scraping or biopsy. Additionally, we may need to review your medical history and discuss potential triggers for your hair loss.","['Alopecia has_symptom Irregular_appearing_scalp possible_disease Fungal_infection_of_the_hair', 'Alopecia has_symptom Itchy_scalp possible_disease Fungal_infection_of_the_hair', 'Too_little_hair possible_disease Alopecia has_symptom Itchy_scalp', 'Alopecia has_symptom Too_little_hair possible_disease Alopecia', 'Too_little_hair possible_disease Alopecia has_symptom Irregular_appearing_scalp', 'Alopecia has_symptom Too_little_hair possible_disease Fungal_infection_of_the_skin', 'Alopecia has_symptom Itchy_scalp', 'Alopecia has_symptom Too_little_hair possible_disease Atrophic_skin_condition', 'Alopecia has_symptom Too_little_hair', 'Alopecia has_symptom Irregular_appearing_scalp']"
72,"Doctor, I think I might have Hashimoto thyroiditis. I am experiencing tiredness, hair loss, weight gain, and dry and pale skin.","Based on your symptoms, we need to conduct a comprehensive evaluation. We will first need to run a hematology test to examine your blood. We will also perform a complete physical exam on your skin to check for any abnormalities. Additionally, we will need to do a lipid panel test to check your cholesterol levels. Furthermore, we will run a biopsy and an ultrasonography to look for any signs of inflammation or damage. And finally, we need to perform a Hemoglobin A1c measurement and examine your foot to ascertain the right course of treatment.","Based on your symptoms, it's possible that you may have Hashimoto thyroiditis. The weight gain, hair loss, tiredness, and dry pale skin are all consistent with this condition. To confirm the diagnosis, I would recommend a complete physical skin exam and some blood tests to check your thyroid hormone levels. If the results indicate Hashimoto thyroiditis, we can discuss treatment options, which may include medication to regulate your thyroid hormones.","['Weight_gain possible_disease Hashimoto_thyroiditis', 'Complete_physical_skin_exam_performed_(ML) can_check_disease Hashimoto_thyroiditis has_symptom Weight_gain', 'Hashimoto_thyroiditis has_symptom Weight_gain', 'Hashimoto thyroiditis has symptom Abnormal involuntary movements Palpitations Difficulty in swallowing Suprapubic pain Weight gain Heartburn Constipation Heavy menstrual flow Warts Too little hair Premenstrual tension or irritability Feeling hot', 'Menopause has_symptom Weight_gain possible_disease Hashimoto_thyroiditis', 'Warts possible_disease Hashimoto_thyroiditis', 'Too_little_hair possible_disease Hashimoto_thyroiditis', 'Hashimoto_thyroiditis has_symptom Too_little_hair', 'Fungal_infection_of_the_hair need_medical_test Complete_physical_skin_exam_performed_(ML) can_check_disease Hashimoto_thyroiditis', 'Complete_physical_skin_exam_performed_(ML) can_check_disease Hashimoto_thyroiditis']"
73,"Hi doctor, I've been experiencing a lot of pain in my feet and they feel very flat. I'm not sure what's going on. ","Based on what you've told me, the required medical tests to determine if you have flat feet are examination of your foot, a plain x-ray, and a complete physical skin exam performed. Additionally, physical therapy exercises can provide relief for flat feet. However, a rectal examination and other non-OR therapeutic procedures on musculoskeletal system are not necessary. Prophylactic vaccinations and inoculations are unrelated to your condition.","Based on your symptoms, it's likely that you have flat feet. This condition can cause pain in the feet, ankles, and knees, as well as problems with movement. To confirm the diagnosis, I'll need to conduct a physical examination and may take an X-ray or other imaging tests to rule out other possible causes of your symptoms. If confirmed, we can discuss treatment options, which may include orthotics, exercises, and possibly medication such as Tizanidine to manage the pain and discomfort.","['Foot_or_toe_pain possible_disease Flat_feet', 'Knee_pain possible_disease Flat_feet', 'Ankle_pain possible_disease Flat_feet', 'Problems_with_movement possible_disease Flat_feet', 'Skin_swelling possible_disease Flat_feet', 'Injury_to_the_leg has_symptom Knee_pain possible_disease Flat_feet', 'Tizanidine possible_cure_disease Flat_feet', 'Injury_to_the_leg has_symptom Ankle_pain possible_disease Flat_feet', 'Osteomyelitis need_medication Tizanidine possible_cure_disease Flat_feet', 'Injury_to_the_leg has_symptom Problems_with_movement possible_disease Flat_feet']"
74,"Doctor, I have been having some discomfort in my abdomen and have been feeling fatigued lately. I did some research and I think I may have Nonalcoholic liver disease (NASH).","In order to properly diagnose you with NASH, we will need to run some medical tests. We will start with a basic Hematologic test and Complete Blood Count (CBC) to check for any abnormalities in your blood. Then, we will check your Glucose level and Lipid panel to see how they are affecting your liver. We will also need to check your Electrolytes panel to ensure your body is properly functioning. Lastly, we may want to do a Scan CT to get a clearer picture of your liver. Depending on the severity, we may need to provide Intravenous fluid replacement as well.","Based on your symptoms, it's possible that you may have Nonalcoholic liver disease (NASH), but we need to rule out other conditions as well. Your abdominal discomfort and fatigue could be related to various underlying causes.

To better diagnose your condition, I recommend conducting some medical tests, including intravenous fluid replacement, hematologic tests (blood test), complete blood count (CBC), glucose measurement (glucose level), electrolytes panel, lipid panel, and X-ray computed tomography (Scan CT).

Additionally, we should review your medication history and consider running some further tests to determine the exact cause of your symptoms. If our diagnosis confirms Nonalcoholic liver disease (NASH), we can discuss potential treatment options, including medications such as Rabeprazole (Aciphex), Lactulose, Vitamin E (Vita-E), and others.

Let's take a step-by-step approach to ensure an accurate diagnosis and effective management of your condition.","['Nonalcoholic liver disease (NASH) has symptom Dizziness Sharp abdominal pain Nausea Diarrhea Mouth ulcer Regurgitation Weight gain Paresthesia Upper abdominal pain Joint pain Chills Nosebleed', 'Gastroparesis has_symptom Upper_abdominal_pain possible_disease Nonalcoholic_liver_disease_(NASH)', 'Stomach_cancer has_symptom Sharp_abdominal_pain possible_disease Nonalcoholic_liver_disease_(NASH)', 'Nonalcoholic liver disease (NASH) need medical test Intravenous fluid replacement Hematologic tests (Blood test) Complete blood count (Cbc) Glucose measurement (Glucose level) Electrolytes panel Lipid panel X-ray computed tomography (Scan ct)', 'Nonalcoholic liver disease (NASH) need medication Rabeprazole (Aciphex) Lactulose Vitamin E (Vita-E) Valganciclovir (Valcyte) Mycophenolate Mofetil (Cellcept) Dapsone Glucosamine Nadolol Epoetin Alfa (Procrit) Mesalamine (Asacol) Cyclosporine Dutasteride (Avodart)', 'Gastroparesis has_symptom Regurgitation possible_disease Nonalcoholic_liver_disease_(NASH)', 'Abdominal_aortic_aneurysm need_medication Dutasteride_(Avodart) possible_cure_disease Nonalcoholic_liver_disease_(NASH)', 'Primary_immunodeficiency has_symptom Mouth_ulcer possible_disease Nonalcoholic_liver_disease_(NASH)', 'Sarcoidosis has_symptom Paresthesia possible_disease Nonalcoholic_liver_disease_(NASH)', 'Stomach_cancer has_symptom Nausea possible_disease Nonalcoholic_liver_disease_(NASH)']"
75,"Doctor, I have been experiencing joint swelling and pain, especially in my knees. I have also noticed that my joint is tender to the touch and I have limited mobility. I think I might have Hemarthrosis.","Based on your symptoms, I would like to order a series of medical tests to accurately diagnose your condition. This includes a radiographic imaging procedure such as plain x-ray (X ray) to examine your joints for any abnormalities. We may also need to perform other therapeutic procedures like arthrocentesis, which involves drawing out excess fluid from your joint. To determine your blood clotting time, we may also need to conduct a prothrombin time assay (Prothrombin time). In addition, physical therapy exercises and the application of a splint may be recommended to help manage your symptoms.","Based on your symptoms, it's likely that you have Hemarthrosis, a condition characterized by bleeding into the joints. The joint swelling and pain in your knees, tenderness to touch, and limited mobility are all consistent with this diagnosis.

To confirm the diagnosis, I recommend a plain x-ray (X-ray) to rule out other possible causes of your symptoms. Additionally, we may need to perform further tests to determine the underlying cause of the bleeding into your joints.

In the meantime, I will prescribe you with pain management medication and recommend physical therapy exercises to help improve your mobility and reduce stiffness in your knees.

Let's schedule a follow-up appointment to review the results of your x-ray and discuss any further treatment options.","['Knee_swelling possible_disease Hemarthrosis', 'Hemarthrosis has_symptom Knee_swelling', 'Knee_pain possible_disease Hemarthrosis', 'Hemarthrosis has symptom Elbow weakness Frequent urination Abnormal appearing skin Knee pain Knee swelling Knee lump or mass Problems with movement Knee stiffness or tightness Shoulder pain Ache all over Elbow cramps or spasms Ankle swelling', 'Tendinitis has_symptom Knee_pain possible_disease Hemarthrosis', 'Hemarthrosis has_symptom Knee_pain', 'Plain_x-ray_(X_ray) can_check_disease Hemarthrosis has_symptom Knee_swelling', 'Crushing_injury has_symptom Knee_swelling possible_disease Hemarthrosis', 'Hemarthrosis has_symptom Knee_stiffness_or_tightness', 'Knee_lump_or_mass possible_disease Hemarthrosis']"
76,"Doctor, I think I have a fracture in my arm.","Alright, I suggest we do a radiographic imaging procedure like a plain X-ray to confirm your fracture. Once we have a clear view of the fracture location, we could proceed with splinting or orthopedic casting to support the fracture as well as physical therapy exercises to help with the healing process. Additionally, we might need to apply traction, further splinting, or wound care if necessary. However, there's no need for a CT scan of your head, as your injury is in your arm.","Based on your symptoms, it's likely that you have a fracture in your arm. To confirm the diagnosis, we'll need to conduct a radiographic imaging procedure such as a plain x-ray or possibly a CAT scan. Depending on the severity and location of the fracture, we may need to apply a splint or recommend physical therapy exercises to help with recovery. In some cases, orthopedic casting or traction may be necessary. I'll also monitor your symptoms and adjust your treatment plan accordingly.","['Fracture of the arm need medication Disopyramide Flumazenil Ketamine Carboprost (Hemabate) Methohexital (Brevital) Digitoxin Etomidate Turmeric Extract Fluorides (F-) Cephalothin Fenoprofen (Progesic)', 'Fracture of the arm has symptom Wrist pain Arm pain Wrist swelling Arm stiffness or tightness Arm swelling Wrist stiffness or tightness Elbow pain Shoulder pain Shoulder stiffness or tightness Elbow swelling Elbow stiffness or tightness', 'Fracture of the arm need medical test Physical therapy exercises (Exercises) Radiographic imaging procedure Plain x-ray (X ray) Application of splint (Splinting) Orthopedic casting Traction; splints; and other wound care CAT scan of head (Head ct)']"
