ID,Question,GT_Answer,SKnowGPT,Ranked_KG_output
11,what is ciprodex?,Ciprofloxacin and dexamethasone otic is used to treat outer ear infections in adults and children and acute (suddenly occurring) middle ear infections in children with ear tubes. Ciprofloxacin is in a class of medications called quinolone antibiotics. Dexamethasone is in a class of medications called corticosteroids. The combination of ciprofloxacin and dexamethasone works by killing the bacteria that cause infection and reducing swelling in the ear.,"['Ciprofloxacin  belongs to class  quinolone antibiotics', 'Dexamethasone  belongs to class  corticosteroids']"
12,why codeine,"Codeine is used to relieve mild to moderate pain. It is also used, usually in combination with other medications, to reduce coughing. Codeine will help relieve symptoms but will not treat the cause of symptoms or speed recovery. Codeine belongs to a class of medications called opiate (narcotic) analgesics and to a class of medications called antitussives. When codeine is used to treat pain, it works by changing the way the brain and nervous system respond to pain. When codeine is used to reduce coughing, it works by decreasing the activity in the part of the brain that causes coughing.","['Codeine  has mechanism  changes the way the brain and nervous system respond to pain  decreases activity in the part of the brain that causes coughing', 'Codeine  has information  naloxone may be prescribed for overdose  symptoms of overdose include difficulty breathing and excessive drowsiness  keep medication in original container and out of reach of children  dispose of unneeded medication properly', 'Codeine  has caution  not for children under 18 years of age  discuss pain treatment goals with healthcare provider  risk of overuse if history of substance abuse  may cause serious breathing problems  store out of reach of children  do not take with alcohol or street drugs  may decrease fertility in men and women  do not breastfeed while taking  may cause constipation', 'Codeine  has side effect  rash  difficulty breathing  headache  nausea  vomiting  stomach pain  dizziness  seizures  confusion  agitation  hallucinations  sleepiness  difficulty urinating  irregular menstruation  decreased sexual desire  excessive drowsiness  cold and clammy skin  unusual snoring', 'Codeine  belongs to class  opiate analgesics  antitussives', 'Codeine  possible cure disease  mild to moderate pain  cough caused by common cold', 'Codeine  has instruction  take exactly as directed  follow directions on prescription label  keep all appointments with doctor  report serious side effects to FDA  skip missed dose and continue regular schedule  do not stop suddenly after prolonged use  taper dose gradually  use measuring device for liquid forms  keep track of medication quantity  talk to doctor about grapefruit consumption  do not share medication', 'Codeine  has brand name  Codeprex®  Penntuss®  Tuxarin EXR®  Tuzistra XR®  Ambenyl®  Bromanyl®  Bromotuss with Codeine  Pherazine VC with Codeine  Phenergan VC with Codeine  Phenergan with Codeine  Prometh VC with Codeine', 'Codeine  has usage  taken by mouth  taken every 4 hours as needed for pain  taken every 4 to 6 hours as needed for cough  taken every 12 hours as needed for cough (extended release)', 'Codeine  has warning  may be habit forming']"
13,what is ketorolac eye drops,Ophthalmic ketorolac is used to treat itchy eyes caused by allergies. It also is used to treat swelling and redness (inflammation) that can occur after cataract surgery. Ketorolac is in a class of medications called nonsteroidal anti-inflammatory drugs (NSAIDs). It works by stopping the release of substances that cause allergy symptoms and inflammation.,[]
14,why to take vicodin,Hydrocodone is used to relieve severe pain. Hydrocodone is only used to treat people who are expected to need medication to relieve severe pain around-the-clock for a long time and who cannot be treated with other medications or treatments. Hydrocodone extended-release (long-acting) capsules or extended-release tablets should not be used to treat pain that can be controlled by medication that is taken as needed.,"['Acetaminophen  possible cure disease  mild to moderate pain from sore throats  mild to moderate pain from toothaches  mild to moderate pain from backaches  mild to moderate pain from reactions to vaccinations  pain of osteoarthritis  mild to moderate pain from headaches  mild to moderate pain from muscle aches  mild to moderate pain from menstrual periods  mild to moderate pain from colds', 'Hydrocodone  has caution  may decrease fertility in men and women  may cause constipation  risk of overuse if history of alcohol or drug use  may cause slowed or stopped breathing  monitor during first 24 to 72 hours of treatment  do not take if history of slowed breathing or asthma  do not take if history of lung disease  higher risk of breathing problems in older adults  may cause serious side effects with certain medications  do not drink alcohol during treatment', 'Hydrocodone  has instruction  take exactly as directed  keep out of reach of children  store at room temperature  do not stop taking without talking to doctor  skip missed dose and continue regular schedule  discuss pain treatment goals with healthcare provider  do not share medication with others  do not take more than prescribed  call doctor if experiencing slowed breathing  swallow capsules/tablets whole with water  do not chew or crush extended release forms  talk to doctor if pain is not controlled  keep medication in original container  dispose of outdated medication properly  talk to doctor about naloxone availability  recognize overdose symptoms  keep appointments with doctor  bring list of medications to doctor visits', 'Acetaminophen  has mechanism  changes the way the body senses pain  cools the body', 'Hydrocodone  possible cure disease  severe and persistent pain', 'Acetaminophen  has information  available without a prescription  may be prescribed for certain conditions  may interact with medications for pain coughs fever and colds  should not be taken with three or more alcoholic drinks daily  combination products should not be used in children under 2 years of age  some brands may contain aspartame', 'Acetaminophen  has instruction  follow directions on package or prescription label  take exactly as directed  take missed dose as soon as remembered  skip missed dose if close to next dose  do not take double dose for missed dose  store at room temperature away from heat and moisture  dispose of unneeded medications properly  call poison control in case of overdose  keep a written list of all medications', 'Hydrocodone  has side effect  uncontrollable shaking  headache  difficulty sleeping  stomach pain  tiredness  ringing in the ears  dry mouth  increased sweating  back pain  muscle tightening  swelling of foot leg or ankle', 'Acetaminophen  has side effect  red peeling or blistering skin  rash  hives  itching  swelling of face throat tongue lips eyes hands feet ankles or lower legs  hoarseness  difficulty breathing or swallowing', 'Hydrocodone  has serious side effect  rash  difficulty breathing  nausea  vomiting  chest pain  fever  confusion  fast heartbeat  agitation  hallucinations  severe muscle stiffness  loss of coordination  painful urination']"
15,what three trade names were gven inthis chapter for this generic drug about hydrochlorothiazide,Esidrix®¶    Hydrodiuril®¶    Microzide®    Oretic®    Zide®¶,"['Hydrochlorothiazide  has information  controls high blood pressure but does not cure it  brand names include Esidrix Hydrodiuril Microzide Oretic Zide  combination products include Apresazide Accuretic Benicar HCT Diovan HCT Dutoprol Exforge HCT etc.', 'Hydrochlorothiazide  belongs to class  diuretics', 'Hydrochlorothiazide  has warning  call poison control in case of overdose  keep out of reach of children  do not flush down toilet  dispose of through take back programs', 'Hydrochlorothiazide  has form  tablet  capsule  solution', 'Hydrochlorothiazide  has caution  inform doctor if pregnant or breastfeeding  inform doctor about other medications  may not be suitable for patients with kidney disease  tell doctor if allergic to hydrochlorothiazide or sulfa drugs  take cholestyramine or colestipol 1 hour before or 4 hours after  do not start new medications without discussing with doctor  may cause skin sensitivity to sunlight  may cause dizziness and lightheadedness', 'Hydrochlorothiazide  has mechanism  causes kidneys to get rid of unneeded water and salt', 'Hydrochlorothiazide  has interaction  NSAIDs such as ibuprofen and naproxen', 'Hydrochlorothiazide  has instruction  take exactly as directed  take missed dose as soon as remembered  skip missed dose if close to next dose  follow directions on prescription label  do not stop without talking to doctor  follow low salt or low sodium diet if prescribed  continue taking even if feeling well  get out of bed slowly to avoid dizziness', 'Hydrochlorothiazide  has usage  taken by mouth  taken once or twice a day  taken daily or on certain days for edema', 'Hydrochlorothiazide  has side effect  rash  hives  itching  difficulty breathing  headache  nausea  vomiting  loss of appetite  muscle weakness  drowsiness  diarrhea  restlessness  tiredness  fever  confusion  fast heartbeat  blisters or peeling skin  unusual bleeding or bruising  weakness  dry mouth  frequent urination  changes in vision  thirst  hair loss  ongoing stomach pain  joint pain or swelling  eye pain or swelling']"
16,has lisinopril been taken off the market?,This branded product is no longer on the market. Generic alternatives may be available.,"['Lisinopril  has disposal instruction  do not flush down toilet  use medicine take back program for disposal', 'Lisinopril  has warning  do not take if pregnant', 'Lisinopril  has form  tablet  solution (liquid)', 'Lisinopril  has emergency instruction  call poison control for overdose  call emergency services if severe symptoms occur', 'Lisinopril  has storage instruction  store at room temperature away from heat and moisture  keep out of reach of children  keep in original container tightly closed', 'Lisinopril  has brand name  Prinivil  Qbrelis  Zestril  Zestoretic', 'Lisinopril  has caution  do not take with valsartan and sacubitril  do not take with aliskiren if diabetic  inform doctor before surgery  discuss all medications with doctor before starting  may harm fetus if taken during pregnancy  certain medications may cause dosing changes  avoid aspirin and NSAIDs while taking  inform doctor if you have angioedema  inform doctor if you have heart or kidney disease  inform doctor if you are breastfeeding  diarrhea vomiting dehydration can cause drop in blood pressure', 'Lisinopril  has information  controls condition but is not a cure', 'Lisinopril  has usage  taken by mouth  taken once a day', 'Lisinopril  belongs to class  angiotensin converting enzyme (ACE) inhibitors']"
17,how is guanfacine classified,Guanfacine is in a class of medications called centrally acting alpha2A-adrenergic receptor agonists.,"['Guanfacine  has information  dispose of unneeded medications properly  keep medication out of reach of children  keep a list of all medications taken  belongs to class centrally acting alpha2A adrenergic receptor agonists  brand names Intuniv  brand names Tenex  should be part of total treatment program for ADHD  monitor blood pressure and heart rate regularly  symptoms of overdose include drowsiness and slow heart rate  emergency contact for overdose is poison control helpline', 'Guanfacine  has form  tablet  extended release tablet', 'Guanfacine  has dose  low dose initially  increase dose gradually', 'Guanfacine  has instruction  take exactly as directed  take missed dose as soon as remembered  skip missed dose if close to next dose  do not take double dose for missed dose  follow directions on prescription label  talk to doctor about grapefruit consumption  swallow extended release tablets whole  do not break chew or crush extended release tablets  call doctor if missing two or more doses', 'Guanfacine  has warning  do not stop taking without talking to doctor', 'Guanfacine  possible cure disease  high blood pressure  attention deficit hyperactivity disorder (ADHD)', ""Guanfacine  has caution  may interact with St. John's wort  may cause drowsiness or dizziness  sudden stop may increase blood pressure  do not take both forms at the same time  avoid high fat meals with extended release  may interact with allergy medications"", 'Guanfacine  has side effect  headache  nausea  vomiting  constipation  stomach pain  tiredness  weakness  dry mouth  decreased appetite  irritability  decreased sexual ability', 'Guanfacine  has usage  taken by mouth  taken once a day at bedtime  taken once a day for extended release', 'Guanfacine  has time duration  may take 2 weeks for full benefit']"
18,how to pronounce chlordiazepoxide,pronounced as (klor dye az e pox' ide),"['Chlordiazepoxide  has brand name  A poxide  Chlordiazachel  H Tran  Librelease  Libritabs  Librium  Lygen  Mitran  Poxi  Librax  Limbitrol (combination with Amitriptyline)  Menrium (combination with Esterified Estrogens)', 'Chlordiazepoxide  has emergency instruction  call poison control in case of overdose  call emergency services if severe symptoms occur', 'Chlordiazepoxide  has usage  taken by mouth  taken one to four times a day', 'Chlordiazepoxide  has caution  may be habit forming  do not drink alcohol or use street drugs during treatment  stopping suddenly can cause withdrawal symptoms', 'Chlordiazepoxide  has mechanism  decreases abnormal electrical activity in the brain', 'Chlordiazepoxide  has disposal instruction  do not flush down toilet  use medicine take back program for disposal', 'Chlordiazepoxide  has special precaution  inform doctor of allergies  inform doctor of current medications  inform doctor of history of depression or mental illness  caution in older adults  inform doctor before surgery', 'Chlordiazepoxide  has instruction  take exactly as directed  do not take double dose for missed dose  follow directions on prescription label  do not stop or reduce dose without consulting doctor  skip missed dose and continue regular schedule', 'Chlordiazepoxide  possible cure disease  anxiety  agitation caused by alcohol withdrawal  irritable bowel syndrome', 'Chlordiazepoxide  has storage instruction  store at room temperature away from heat and moisture  keep tightly closed and out of reach of children']"
19,how long does it take cefuroxime axetil to work,"You should begin to feel better during the first few days of treatment with cefuroxime. If your symptoms do not improve or get worse, call your doctor. Take cefuroxime until you finish the prescription, even if you feel better. If you stop taking cefuroxime too soon or skip doses, your infection may not be completely treated, and the bacteria may become resistant to antibiotics.",[]
20,what foods should a person taking warfarin eat,"Eat a normal, healthy diet. Some foods and beverages, particularly those that contain vitamin K, can affect how warfarin works for you. Ask your doctor or pharmacist for a list of foods that contain vitamin K. Eat consistent amounts of vitamin K-containing food on a week-to-week basis. Do not eat large amounts of leafy, green vegetables or certain vegetable oils that contain large amounts of vitamin K. Be sure to talk to your doctor before you make any changes in your diet. Talk to your doctor about eating grapefruit and drinking grapefruit juice while taking this medication.","['Warfarin  has caution  bleeding risk higher for people over 65  bleeding risk higher during first month of treatment  avoid activities with high injury risk  avoid certain herbal products  smoking may decrease effectiveness  consult doctor if dose is missed', 'Warfarin  has information  keep a list of all medications  consult doctor if pregnant or breastfeeding  store at room temperature  may be prescribed for other uses  dispose of properly  carry identification card stating use  consult doctor before dietary changes  avoid large amounts of vitamin K  effects may last 2 to 5 days after stopping  regular blood tests required  do not take two medications containing warfarin  consult doctor before surgery  symptoms of overdose include heavy bleeding  brand names Coumadin®  brand names Jantoven®', 'Warfarin  has instruction  take exactly as directed  take missed dose as soon as remembered  do not take double dose for missed dose  follow directions on prescription label  take at around the same time every day  do not take more or less than prescribed  call doctor if more than prescribed dose is taken', 'Warfarin  has usage  taken by mouth  taken once a day', 'Warfarin  has mechanism  decreases clotting ability of blood', 'Warfarin  has form  tablet', 'Warfarin  has warning  may cause severe bleeding  may cause death', 'Warfarin  has side effect  rash  hives  difficulty breathing  nausea  vomiting  chest pain  swelling of face or throat  loss of appetite  yellowing of skin or eyes  pain in upper right stomach  diarrhea  fever  extreme tiredness  flu like symptoms  hair loss  abdominal pain  bloating  change in taste  feeling cold or chills  necrosis or gangrene  unusual bruising', 'Warfarin  possible cure disease  irregular heartbeat  heart attack  blood clots  prosthetic heart valves  venous thrombosis  pulmonary embolism', 'Warfarin  has dose  low dose initially']"
