ID,Question,GT_Answer,SKnowGPT,Ranked_KG_output,output1_precision,output1_recall,output1_f1
11,what is ciprodex?,Ciprofloxacin and dexamethasone otic is used to treat outer ear infections in adults and children and acute (suddenly occurring) middle ear infections in children with ear tubes. Ciprofloxacin is in a class of medications called quinolone antibiotics. Dexamethasone is in a class of medications called corticosteroids. The combination of ciprofloxacin and dexamethasone works by killing the bacteria that cause infection and reducing swelling in the ear.,"Ciprodex is a combination of Ciprofloxacin and Dexamethasone Otic, which is a suspension liquid used to treat bacterial ear infections. It works by killing bacteria and reducing swelling in the ear. Ciprodex should be used twice a day for 7 days and stored at room temperature. It may cause ear discomfort and rash.","['Ciprofloxacin  is a type of  quinolone antibiotic', 'Ciprofloxacin and Dexamethasone Otic  is a combination of  Ciprofloxacin and Dexamethasone', 'Ciprofloxacin and Dexamethasone Otic  comes as a  suspension liquid', 'Ciprofloxacin and Dexamethasone Otic  requires  specific dosage for effectiveness', 'Ciprofloxacin and Dexamethasone Otic  should be disposed of  through a medicine take back program', 'Ciprofloxacin and Dexamethasone Otic  should be used  twice a day', 'Ciprofloxacin and Dexamethasone Otic  should be used for  7 days', 'Ciprofloxacin and Dexamethasone Otic  should be stored  at room temperature', 'Ciprofloxacin and Dexamethasone Otic  works by  killing bacteria and reducing swelling', 'Ciprofloxacin and Dexamethasone Otic  may cause  ear discomfort  rash']",0.8876557946205139,0.8719931840896606,0.8797547221183777
12,why codeine,"Codeine is used to relieve mild to moderate pain. It is also used, usually in combination with other medications, to reduce coughing. Codeine will help relieve symptoms but will not treat the cause of symptoms or speed recovery. Codeine belongs to a class of medications called opiate (narcotic) analgesics and to a class of medications called antitussives. When codeine is used to treat pain, it works by changing the way the brain and nervous system respond to pain. When codeine is used to reduce coughing, it works by decreasing the activity in the part of the brain that causes coughing.",Codeine is used to treat mild to moderate pain.,"['Codeine  is prescribed for  other uses upon doctor’s discretion', 'Codeine  requires  specific dosage for effectiveness', 'Codeine  is contraindicated in  children under 18 years for pain or cough relief', 'Codeine  should be disposed of  through a medicine take back program', 'Codeine  may cause  withdrawal symptoms in newborns if taken during pregnancy  serious breathing problems  withdrawal symptoms if discontinued abruptly after prolonged use  life threatening withdrawal symptoms in newborns if used during pregnancy', 'Codeine  is used to relieve  cough caused by the common cold', 'Codeine  should be stored  out of reach of children', 'Codeine  is habit forming  especially with prolonged use', 'Codeine  should not be used in  children younger than 18 years', 'Codeine  is used to treat  mild to moderate pain']",0.934412956237793,0.8207261562347412,0.8738875985145569
13,what is ketorolac eye drops,Ophthalmic ketorolac is used to treat itchy eyes caused by allergies. It also is used to treat swelling and redness (inflammation) that can occur after cataract surgery. Ketorolac is in a class of medications called nonsteroidal anti-inflammatory drugs (NSAIDs). It works by stopping the release of substances that cause allergy symptoms and inflammation.,"Ketorolac Ophthalmic is a solution liquid that belongs to the class of nonsteroidal anti-inflammatory drugs (NSAIDs). It is used to treat itchy eyes caused by allergies, swelling, and redness after cataract surgery. Ketorolac Ophthalmic should be stored at room temperature and out of reach of children. It is contraindicated for patients allergic to ketorolac or other NSAIDs. It may interact with aspirin and other NSAIDs. Ketorolac Ophthalmic should be used for 2 weeks after cataract surgery. Common side effects may include stinging and burning of the eyes, as well as blurry vision.","['Ketorolac Ophthalmic  is contraindicated for  patients allergic to ketorolac or other NSAIDs', 'Ketorolac Ophthalmic  should be stored at  room temperature and out of reach of children', 'Ketorolac Ophthalmic  may interact with  aspirin and other NSAIDs', 'Ketorolac Ophthalmic  should be used for  2 weeks after cataract surgery', 'Ketorolac Ophthalmic  is used to treat  itchy eyes caused by allergies  swelling and redness after cataract surgery', 'Ketorolac Ophthalmic  may cause  stinging and burning of the eyes  blurry vision', 'Ketorolac Ophthalmic  comes as a  solution liquid', 'Ketorolac Ophthalmic  belongs to the class of  nonsteroidal anti inflammatory drugs NSAIDs']",0.8787887096405029,0.9162331819534302,0.8971203565597534
14,why to take vicodin,Hydrocodone is used to relieve severe pain. Hydrocodone is only used to treat people who are expected to need medication to relieve severe pain around-the-clock for a long time and who cannot be treated with other medications or treatments. Hydrocodone extended-release (long-acting) capsules or extended-release tablets should not be used to treat pain that can be controlled by medication that is taken as needed.,"Hydrocodone, which is a component of Vicodin, should be taken to relieve severe and persistent pain. It should be taken exactly as directed by the doctor with plenty of water. It comes as an extended-release capsule or tablet and should not be chewed, broken, or crushed. Regular follow-up appointments with the doctor are required when taking hydrocodone. Additionally, hydrocodone can be habit-forming, especially with prolonged use.","['Hydrocodone  should be taken  exactly as directed by doctor  with plenty of water', 'Hydrocodone  is used to relieve  severe and persistent pain', 'Hydrocodone  should not be  chewed broken or crushed', 'Hydrocodone  requires  regular follow up appointments with doctor', 'Hydrocodone  comes as  extended release capsule  extended release tablet', 'Hydrocodone  should be disposed of  through a medicine take back program or flushed if outdated', 'Hydrocodone  should be stored  out of reach of children', 'Acetaminophen  is used to relieve  mild to moderate pain', 'Acetaminophen  should not be combined with  other products containing acetaminophen', 'Hydrocodone  can be habit forming  especially with prolonged use']",0.8807358741760254,0.8857848644256592,0.8832531571388245
15,what three trade names were gven inthis chapter for this generic drug about hydrochlorothiazide,Esidrix®¶    Hydrodiuril®¶    Microzide®    Oretic®    Zide®¶,The three trade names given in this chapter for the generic drug hydrochlorothiazide are not provided in the additional medical knowledge information.,"['Hydrochlorothiazide  is sometimes prescribed for  other uses as determined by a doctor', 'Hydrochlorothiazide  is a class of  diuretics', 'Hydrochlorothiazide  is available in  tablet capsule and solution forms', 'Hydrochlorothiazide  should be taken  once or twice a day', 'Hydrochlorothiazide  is effective for  controlling blood pressure', 'Hydrochlorothiazide  should not be discontinued without  consulting a doctor', 'Hydrochlorothiazide  requires  specific dosage for effectiveness  regular blood pressure checks', 'Hydrochlorothiazide  works by  eliminating water and salt through urine', 'Hydrochlorothiazide  is a type of  diuretic', 'Hydrochlorothiazide  is contraindicated in  patients with kidney disease']",0.8055598735809326,0.731931209564209,0.7669824957847595
16,has lisinopril been taken off the market?,This branded product is no longer on the market. Generic alternatives may be available.,"No, Lisinopril has not been taken off the market. It is still prescribed for high blood pressure treatment, heart failure treatment, and improving survival after a heart attack. It works by decreasing certain chemicals that tighten blood vessels.","['Lisinopril  may be replaced with  alternative treatments if not effective', 'Lisinopril  should be taken  once a day  around the same time every day', 'Lisinopril  works by  decreasing certain chemicals that tighten blood vessels', 'Lisinopril  should not be taken with  valsartan or sacubitril', 'Lisinopril  is prescribed for  high blood pressure treatment  heart failure treatment  improving survival after a heart attack', 'Lisinopril  may cause  side effects', 'Lisinopril  should not be taken if  the patient is pregnant  the patient has diabetes and is taking aliskiren', 'ACE inhibitors  work by  decreasing certain chemicals that tighten blood vessels']",0.8340446949005127,0.8760983347892761,0.8545544147491455
17,how is guanfacine classified,Guanfacine is in a class of medications called centrally acting alpha2A-adrenergic receptor agonists.,Guanfacine is classified as an alpha-2 adrenergic agonist and is part of a total treatment program for ADHD.,"['Guanfacine  relaxes  Blood vessels', 'Guanfacine  may take  2 weeks for full benefit', 'Guanfacine  should not be stopped without  Talking to your doctor', 'Guanfacine  should be stored at  Room temperature', 'Guanfacine  may lead to  increased blood pressure if stopped suddenly', 'Guanfacine  is part of  Total treatment program for ADHD', 'Guanfacine  should be taken  Once a day at bedtime  At around the same time every day  as part of a total treatment program for ADHD', 'Guanfacine  may require  monitoring for side effects', 'Guanfacine  decreases  Heart rate', 'Guanfacine  may cause  Drowsiness  Dizziness  serious side effects  Side effects']",0.9062277674674988,0.9061992764472961,0.9062135219573975
18,how to pronounce chlordiazepoxide,pronounced as (klor dye az e pox' ide),"Chlordiazepoxide is pronounced as ""klor-dye-az-eh-pox-ide"".","['Chlordiazepoxide  should be taken  exactly as directed by a doctor', 'Chlordiazepoxide  should be discontinued if  severe side effects occur', 'Chlordiazepoxide  may be ineffective for  treating anxiety or alcohol withdrawal leading to consideration of alternative treatments', 'Chlordiazepoxide  can cause  physical dependence if taken for several days to weeks', 'Chlordiazepoxide  requires gradual dose decrease if  stopped suddenly to prevent withdrawal symptoms', 'Chlordiazepoxide  is prescribed for  relieving anxiety and controlling agitation caused by alcohol withdrawal', 'Chlordiazepoxide  is in a class of medications called  benzodiazepines', 'Chlordiazepoxide  may increase risk of  serious or life threatening breathing problems when taken with certain opiate medications', 'Benzodiazepines  work by  decreasing abnormal electrical activity in the brain']",0.8040912747383118,0.8164354562759399,0.8102163076400757
19,how long does it take cefuroxime axetil to work,"You should begin to feel better during the first few days of treatment with cefuroxime. If your symptoms do not improve or get worse, call your doctor. Take cefuroxime until you finish the prescription, even if you feel better. If you stop taking cefuroxime too soon or skip doses, your infection may not be completely treated, and the bacteria may become resistant to antibiotics.",Cefuroxime should be taken for 5-10 days to work effectively. It is important to take it exactly as directed until the prescription is finished at around the same times every day.,"['Cefuroxime  should be taken  exactly as directed  until the prescription is finished  at around the same times every day', 'Cefuroxime  should be taken for  5 10 days', 'Cefuroxime  comes as  tablet  suspension', 'Cefuroxime  is prescribed for  other uses', 'Cefuroxime  should not be taken if  allergic to cefuroxime or other cephalosporins', 'Cefuroxime  should be discontinued if  severe side effects occur', 'Cefuroxime  should be taken as directed  to avoid antibiotic resistance', 'Cefuroxime  should be disposed of  properly', 'Cefuroxime  should be taken every  12 hours  12 hours for 20 days for Lyme disease', 'Cefuroxime  should not be crushed  tablet']",0.8708958625793457,0.8481566905975342,0.8593758940696716
20,what foods should a person taking warfarin eat,"Eat a normal, healthy diet. Some foods and beverages, particularly those that contain vitamin K, can affect how warfarin works for you. Ask your doctor or pharmacist for a list of foods that contain vitamin K. Eat consistent amounts of vitamin K-containing food on a week-to-week basis. Do not eat large amounts of leafy, green vegetables or certain vegetable oils that contain large amounts of vitamin K. Be sure to talk to your doctor before you make any changes in your diet. Talk to your doctor about eating grapefruit and drinking grapefruit juice while taking this medication.","Patients taking warfarin should focus on maintaining a consistent intake of vitamin K-rich foods, as vitamin K can affect the effectiveness of warfarin. It is important to avoid drastic changes in vitamin K intake. It is recommended to consult with a healthcare provider or a dietitian for personalized dietary advice while taking warfarin.","['Warfarin  should be discontinued if  severe side effects occur', 'Warfarin  is prescribed for  preventing blood clots', 'Warfarin  interacts with  certain medications and herbal products', 'Warfarin  requires  specific dosage', 'Warfarin  can cause  severe bleeding', 'Warfarin  increases risk of  bleeding during first month of treatment', 'Warfarin  should be avoided by  pregnant women unless they have a mechanical heart valve', 'Warfarin  may cause  necrosis or gangrene', 'Warfarin  is contraindicated for  pregnant women without mechanical heart valve']",0.9025276899337769,0.8710067868232727,0.8864870667457581
21,"amiodarone for ""afib what"" are side effects","Amiodarone may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:
constipation
loss of appetite
headache
decreased sex drive
difficulty falling asleep or staying asleep
flushing
changes in ability to taste and smell
changes in amount of saliva
Some side effects can be serious. If you experience any of the following symptoms, or those listed in the IMPORTANT WARNING section, call your doctor immediately or get emergency medical treatment:
rash
weight loss or gain
restlessness
weakness
nervousness
irritability
intolerance to heat or cold
thinning hair
excessive sweating
changes in menstrual cycle
swelling in the front of the neck (goiter)
swelling of the hands, feet, ankles, or lower legs
uncontrollable shaking of a part of the body
decreased concentration
movements that you cannot control
poor coordination or trouble walking
numbness or tingling in the hands, legs, and feet
muscle weakness
Amiodarone may cause other side effects. Call your doctor if you have any unusual problems while taking this medication.

If you experience a serious side effect, you or your doctor may send a report to the Food and Drug Administration's (FDA) MedWatch Adverse Event Reporting program online (http://www.fda.gov/Safety/MedWatch) or by phone (1-800-332-1088).","Side effects of amiodarone may include worsening arrhythmias, and it should be used with caution in elderly patients. Amiodarone requires careful monitoring during treatment, as it may remain in the body for several months after stopping. It is contraindicated in patients with certain pre-existing conditions and should not be combined with certain medications.","['Amiodarone  requires  careful monitoring during treatment', 'Amiodarone  is prescribed for  life threatening ventricular arrhythmias', 'Amiodarone  is used to treat  ventricular arrhythmias', 'Amiodarone  should not be combined with  certain medications', 'Amiodarone  is contraindicated in  patients with certain pre existing conditions', 'Amiodarone  comes as a  tablet', 'Amiodarone  may remain in body for  several months after stopping', 'Amiodarone  may worsen  arrhythmias', 'Amiodarone  should be used with caution in  elderly patients', 'Amiodarone  is monitored through  blood tests and electrocardiograms EKGs']",0.8426694869995117,0.7653571963310242,0.8021547794342041
22,how to combine dapaliflozin with metformin,"Xigduo® XR (containing Dapagliflozin, Metformin)","To combine dapagliflozin with metformin for Type 2 diabetes, dapagliflozin should be taken once a day with lifestyle changes as directed by a healthcare provider. Metformin is typically taken with meals to help reduce gastrointestinal side effects. It is important to follow the dosing instructions provided by your healthcare provider when combining these medications.","['Dapagliflozin  is used to treat  Type 2 diabetes', 'Dapagliflozin  is not a cure for  diabetes', 'Dapagliflozin  is prescribed for  other uses', 'Dapagliflozin  should be disposed of  through a medicine take back program', 'Dapagliflozin  comes as a  Tablet', 'Dapagliflozin  may require  discontinuation if severe side effects occur', 'Dapagliflozin  is a class of  Sodium glucose co transporter 2 SGLT2 inhibitors', 'Dapagliflozin  should be taken  once a day  with lifestyle changes  as directed by a healthcare provider', 'Dapagliflozin  is used to reduce the risk of  heart failure  kidney disease', 'Dapagliflozin  requires monitoring of  blood sugar levels']",0.8377690315246582,0.8441215753555298,0.8409332633018494
