ID,Question,GT_Answer,SKnowGPT,Ranked_KG_output,output1_precision,output1_recall,output1_f1
11,what is brand name of acetaminophen,"Acephen Rectal SuppositoryÂ®
Feverall Rectal SuppositoryÂ®
Mapap Rectal SuppositoryÂ®
Neopap Supprettes Rectal SuppositoryÂ®
Uniserts Rectal SuppositoryÂ®
AcetaÂ®Â¶
ActaminÂ®
Adprin BÂ®
AnacinÂ®
ApacetÂ®
AparaÂ®
ApraÂ®
ConacetolÂ®
DolonoÂ®
FeverallÂ®
GenapapÂ®
GenebsÂ®
GericetÂ®
HalenolÂ®
InfantaireÂ®
LiquiprinÂ®
LopapÂ®
MapapÂ®
MardolÂ®
MasophenÂ®
Meda CapÂ®
Pain-EzeÂ®
PanadolÂ®
PanexÂ®
ParamolÂ®
PediapapÂ®
Q-PapÂ®
RedutempÂ®
RidenolÂ®
SilapapÂ®
S-T FebrolÂ®
TactinalÂ®
TempraÂ®
T-PanolÂ®
TycoleneÂ®
TylenolÂ®
TylophenÂ®
Uni-AceÂ®
VitapapÂ®","The brand names of acetaminophen include Actamin®, Feverall®, Panadol®, Tempra Quicklets®, Tylenol®, Acephen Rectal Suppository, Feverall Rectal Suppository, Mapap Rectal Suppository, Neopap Supprettes Rectal Suppository, Uniserts Rectal Suppository, Aceta, Actamin, Adprin B, Anacin, Apacet, Apara, Apra, Conacetol, Dolono, Feverall, Genapap, Genebs, Gericet, Halenol, Infantaire, Liquiprin, Lopap, Mapap, Mardol, Masophen, Meda Cap, Pain-Eze, Panadol, Panex, Paramol, Pediapap, Q-Pap, Redutemp, Ridenol, Silapap, S-T Febrol, Tactinal, Tempra, T-Panol, Tycolene, Tylenol, Tylophen, Uni-Ace, and Vitapap.","['Acetaminophen  brand names include  Actamin®  Feverall®  Panadol®  Tempra Quicklets®  Tylenol®  Acephen Rectal Suppository  Feverall Rectal Suppository  Mapap Rectal Suppository  Neopap Supprettes Rectal Suppository  Uniserts Rectal Suppository  Aceta  Actamin  Adprin B  Anacin  Apacet  Apara  Apra  Conacetol  Dolono  Feverall  Genapap  Genebs  Gericet  Halenol  Infantaire  Liquiprin  Lopap  Mapap  Mardol  Masophen  Meda Cap  Pain-Eze  Panadol  Panex  Paramol  Pediapap  Q-Pap  Redutemp  Ridenol  Silapap  S-T Febrol  Tactinal  Tempra  T-Panol  Tycolene  Tylenol  Tylophen  Uni-Ace  Vitapap', 'Acetaminophen  other names include  APAP  N acetyl para aminophenol  Paracetamol', 'Acetaminophen  is in class of medications  analgesics  antipyretics', 'Acetaminophen  comes in forms  tablet  capsule  solution  suspension  extended release tablet  chewable tablet  orally disintegrating tablet', 'Acetaminophen  is prescribed for  mild to moderate pain', 'Acetaminophen  is used to reduce  fever', 'Acetaminophen  may interact with  medications for pain  cough medications  fever medications  cold medications', 'Acetaminophen  should be kept out of reach of  children', 'Acetaminophen  should not be given to  children products made for adults', 'Acetaminophen  may cause side effects  rash  difficulty breathing  hives  itching  red peeling or blistering skin  swelling of face']",0.8620156049728394,0.8104631304740906,0.8354448676109314
12,how to give diazepam rectal gel,"1. Put the person having seizures on his/her side in a place where he/she cannot fall.2. Remove the protective cover from the syringe by pushing it up with your thumb and then pulling it off.3. Put lubricating jelly on the rectal tip.4. Turn the person on his/her side facing you, bend his/her upper leg forward, and separate his/her buttocks to expose the rectum.5. Gently insert the syringe tip into the rectum until the rim is snug against the rectal opening.6.Slowly count to 3 while pushing in the plunger until it stops.7. Slowly count to 3 again, and then remove the syringe from the rectum.8. Hold the buttocks together so the gel doesn't leak from the rectum, and slowly count to 3 before letting go.9. Keep the person on his/her side. Take note of what time diazepam rectal gel was given, and continue to watch the person.","To give diazepam rectal gel:
1. Turn the person on their side facing you.
2. Bend the upper leg forward and separate the buttocks to expose the rectum.
3. Gently insert the syringe tip into the rectum until snug against the rectal opening.
4. Push the plunger while slowly counting to 3 until it stops.
5. Remove the syringe after slowly counting to 3 again.
6. Hold the buttocks together to prevent leakage.
7. Keep the person on their side after application and continue to watch them.
8. Note the time when diazepam rectal gel was given.","[""Diazepam rectal application  necessitates  turning the person on his/her side facing you  Upper leg is bent forward  Buttocks are separated to expose the rectum  Syringe tip is gently inserted into the rectum until the rim is snug against the rectal opening  Plunger is pushed in while slowly counting to 3 until it stops  Syringe is removed after slowly counting to 3 again  after application Buttocks are held together so the gel doesn't leak from the rectum  Person is kept on his/her side after application  Time is noted when diazepam rectal gel was given  Person is continued to be watched after the application"", 'Diazepam rectal application  involves  putting the person having seizures on his/her side in a place where he/she cannot fall', 'Diazepam rectal application  includes  putting lubricating jelly on the rectal tip', 'Diazepam rectal application  removes protective cover by  pushing it up with your thumb and then pulling it off', 'Diazepam rectal application  requires  removing the protective cover from the syringe', 'Diazepam Rectal  comes as  gel', 'Diazepam Rectal  used to stop  cluster seizures', 'Diazepam Rectal  used in  emergency situations', 'Diazepam Rectal  may increase  risk of serious or life threatening breathing problems  risk of sedation  risk of coma', 'Diazepam Rectal  should be stored  at room temperature']",0.9308552742004395,0.8978897929191589,0.9140754342079163
13,how long do you leave bimatoprost ophthalmic,2 to 3 minutes,"After applying Bimatoprost Ophthalmic, you should leave the eye drops in for 2 to 3 minutes.","['After Bimatoprost Ophthalmic application  leave eye drops for  2 to 3 minutes', 'Bimatoprost Ophthalmic application  advises  avoiding touching the dropper tip against your eye or anything else  closing your eye for 2 to 3 minutes  trying not to blink or squeeze your eyelids  not wiping or rinsing the dropper tip', 'Bimatoprost Ophthalmic application  requires  checking the dropper tip to ensure it is not chipped or cracked  holding the dropper tip down close to the eye without touching it  removing your index finger from the lower eyelid  waiting at least 5 minutes before instilling the next drop if using more than one drop in the same eye  washing your hands to remove any medication', 'Bimatoprost Ophthalmic application  involves  washing your hands thoroughly with soap and water  pulling down the lower lid of your eye with your index finger to form a pocket  looking up while gently squeezing the dropper  wiping any excess liquid from your face with a tissue', 'Bimatoprost Ophthalmic application  necessitates  keeping eye drops and droppers clean  replacing and tightening the cap on the dropper bottle', 'Bimatoprost Ophthalmic  precaution  do not stop using without talking to your doctor', 'Bimatoprost Ophthalmic  disposal instruction  do not flush down the toilet  use a medicine take back program', 'Bimatoprost Ophthalmic  storage instruction  store at room temperature  keep out of reach of children', 'Bimatoprost Ophthalmic  permanent change  change the color of your eye to brown  darken the skin around the eye  eyelashes grow longer and thicker', 'Bimatoprost Ophthalmic application  suggests  bracing the remaining fingers of that hand against your face  tipping your head down as though looking at the floor']",0.8248348832130432,0.9189915060997009,0.869371235370636
14,what pills are not compatible with hydrocodone,"Taking certain medications or stopping treatment with certain other medications while you are taking hydrocodone may increase the risk that you will experience breathing problems, sedation, coma, or other serious, life-threatening side effects. Tell your doctor if you are taking, plan to take or plan to stop taking any of the following medications: certain antifungal medications including itraconazole (Onmel, Sporanox), ketoconazole (Extina, Nizoral, Xolegel), and voriconazole (Vfend); benzodiazepines such as alprazolam (Xanax), chlordiazepoxide (Librium), clonazepam (Klonopin), diazepam (Diastat, Valium), estazolam, flurazepam, lorazepam (Ativan), oxazepam, temazepam (Restoril), and triazolam (Halcion); carbamazepine (Carbatrol, Epitol, Equetro, Tegretol, others); cimetidine; clarithromycin (Biaxin, in Prevpac); erythromycin (E.E.S., Erythromycin, others); other narcotic pain medications; medications for mental illness or nausea; certain medications for human immunodeficiency virus (HIV) including ritonavir (Norvir, in Kaletra, in Viekira Pak); muscle relaxants; phenytoin (Dilantin, Phenytek); rifampin (Rifadin, Rimactane, in Rifamate, in Rifater); sedatives; sleeping pills; or tranquilizers.","Hydrocodone interacts with cimetidine, isocarboxazid, linezolid, methylene blue, phenelzine, selegiline, tranylcypromine, certain prescription medications, certain nonprescription medications, certain vitamins, certain nutritional supplements, certain antifungal medications (itraconazole, ketoconazole, voriconazole), benzodiazepines, carbamazepine, clarithromycin, erythromycin, other narcotic pain medications, medications for mental illness or nausea, certain medications for HIV (ritonavir), muscle relaxants, phenytoin, rifampin, sedatives, sleeping pills, tranquilizers. 

Therefore, these medications should not be taken with hydrocodone.","['Hydrocodone  interacts with  cimetidine  isocarboxazid or Marplan  linezolid or Zyvox  methylene blue  phenelzine or Nardil  selegiline or Emsam or Zelapar  tranylcypromine or Parnate  certain prescription medications  certain nonprescription medications  certain vitamins  certain nutritional supplements  certain antifungal medications including itraconazole or Onmel or Sporanox  certain antifungal medications including ketoconazole or Extina or Nizoral or Xolegel  certain antifungal medications including voriconazole or Vfend  benzodiazepines such as alprazolam or Xanax  benzodiazepines such as chlordiazepoxide or Librium  benzodiazepines such as clonazepam or Klonopin  benzodiazepines such as diazepam or Diastat or Valium  benzodiazepines such as estazolam  benzodiazepines such as flurazepam  benzodiazepines such as lorazepam or Ativan  benzodiazepines such as oxazepam  benzodiazepines such as temazepam or Restoril  benzodiazepines such as triazolam or Halcion  carbamazepine or Carbatrol or Epitol or Equetro or Tegretol  clarithromycin or Biaxin or in Prevpac  erythromycin or E.E.S. or Erythromycin  other narcotic pain medications  medications for mental illness or nausea  certain medications for HIV including ritonavir or Norvir or in Kaletra or in Viekira Pak  muscle relaxants  phenytoin or Dilantin or Phenytek  rifampin or Rifadin or Rimactane or in Rifamate or in Rifater  sedatives  sleeping pills  tranquilizers', 'Hydrocodone  should not be taken  with alcohol  with street drugs  during breastfeeding', 'Hydrocodone  should not be used to  treat pain controlled by other medications', 'Hydrocodone  should not be  chewed or crushed', ""Hydrocodone  may interact with  St. John's wort  tryptophan"", 'Hydrocodone  should be kept  out of reach of children', 'Hydrocodone  comes as  extended release capsule  extended release tablet', 'Hydrocodone  is not refillable  prescription', 'Hydrocodone  should be taken  exactly as directed by your doctor  at around the same time every day  with plenty of water', 'Hydrocodone  may harm  other people who take it']",0.8801093697547913,0.8251911997795105,0.8517659902572632
15,how to give insulin,Insulin comes as a solution (liquid) and a suspension (liquid with particles that will settle on standing) to be injected subcutaneously (under the skin). Insulin is usually injected several times a day â€¦ [whole section],"To give insulin, you can inject Human Insulin Injection subcutaneously under the skin. It is typically given several times a day to help move sugar from the blood to body tissues and control high blood sugar. Human Insulin Injection is available in vials, prefilled disposable dosing devices, and cartridges. It is prescribed for type 1 diabetes and type 2 diabetes to stop the liver from producing more sugar.","['Human Insulin Injection  given as  solution or liquid  suspension or liquid with particles that will settle on standing  subcutaneous injection under the skin', 'Human Insulin Injection  injected  subcutaneously  several times a day', 'Human Insulin Injection  may be injected  intravenously', 'Human Insulin Injection  helps move  sugar from blood to body tissues', 'Human Insulin Injection  controls  high blood sugar', 'Human Insulin Injection  brand names  Humulin R  Humulin N  Novolin R  Novolin N', 'Human Insulin Injection  class of medication  hormones', 'Human Insulin Injection  available in  vials  prefilled disposable dosing devices  cartridges', 'Human Insulin Injection  prescribed for  type 1 diabetes  type 2 diabetes', 'Human Insulin Injection  stops  liver from producing more sugar']",0.8595235347747803,0.8518812656402588,0.8556853532791138
16,nitrofurantoin generic for?,"FuradantinÂ® TabletsÂ¶
FuradantinÂ® Oral Suspension
FuralanÂ®Â¶
MacrobidÂ®
MacrodantinÂ®","Nitrofurantoin is generic for Furadantin Tablets, Macrobid, Macrodantin, Furadantin Oral Suspension, and Furalan. It is prescribed for urinary tract infections and may be prescribed for other uses. Nitrofurantoin is not effective for colds, flu, or viral infections. It belongs to the class of antibiotics and works by killing bacteria. It requires caution if you have electrolyte imbalance, kidney disease, jaundice, anemia, diabetes, lung problems, nerve damage, low vitamin B levels, or G6PD deficiency. It also requires caution if taken with other medications and should be taken with food.","['Nitrofurantoin  generic for  Furadantin Tablets  Macrobid  Macrodantin  Furadantin Oral Suspension  Furalan', 'Nitrofurantoin  prescribed for  urinary tract infections', 'Nitrofurantoin  may be prescribed for  other uses', 'Nitrofurantoin  brand name  Furadantin Tablets  Macrobid  Macrodantin  Furadantin Oral Suspension  Furalan', 'Nitrofurantoin  not effective for  colds  flu  viral infections', 'Nitrofurantoin  belongs to class  antibiotics', 'Nitrofurantoin  requires caution if having  electrolyte imbalance  kidney disease  jaundice  anemia  diabetes  lung problems  nerve damage  low vitamin B levels  G 6 PD deficiency', 'Nitrofurantoin  works by  killing bacteria', 'Nitrofurantoin  requires caution if taking  other medications', 'Nitrofurantoin  taken with  food']",0.8085465431213379,0.8107234239578247,0.8096334934234619
17,how you use for paracetamol,Acetaminophen,There is no additional medical knowledge information provided for the use of paracetamol.,[],0.8441494703292847,0.8497475385665894,0.8469392657279968
18,rosuvastatin calcium what are the side effects,"Rosuvastatin may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:

constipation
stomach pain
dizziness
difficulty falling asleep or staying asleep
depression
joint pain
headache
memory loss or forgetfulness
confusion
Some side effects can be serious. If you experience any of the following symptoms, call your doctor immediately or get emergency medical help:

:

muscle pain, tenderness, or weakness
lack of energy
fever
chest pain
yellowing of the skin or eyes
dark colored urine
pain in the upper right part of the abdomen
nausea
extreme tiredness
weakness
unusual bleeding or bruising
loss of appetite
flu-like symptoms
rash
hives
itching
difficulty breathing or swallowing
swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs
hoarseness
Rosuvastatin may cause other side effects. Call your doctor if you have any unusual problems while taking this medication.","Some of the serious side effects of rosuvastatin calcium include loss of appetite, rash, nausea, extreme tiredness, hives, fever, chest pain, muscle pain or tenderness, lack of energy, dark colored urine, yellowing of skin or eyes, pain in the upper right part of the abdomen, unusual bleeding or bruising, flu-like symptoms, itching, difficulty breathing or swallowing, swelling of face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs, and hoarseness. Other common side effects may include dizziness, headache, stomach pain, confusion, constipation, difficulty sleeping, depression, joint pain, and memory loss or forgetfulness.","['Rosuvastatin  serious side effect  loss of appetite  rash  nausea  extreme tiredness  hives  fever  chest pain  muscle pain tenderness  lack of energy  dark colored urine  yellowing of skin or eyes  pain in upper right part of abdomen  unusual bleeding or bruising  flu like symptoms  itching  difficulty breathing or swallowing  swelling of face throat tongue lipes eyes hands feet ankles or lower legs  hoarseness', 'Rosuvastatin  side effect  dizziness  headache  stomach pain  confusion  constipation  difficulty sleeping  depression  joint pain  memory loss or forgetfulness', 'Rosuvastatin  prevents  angina  strokes  heart attacks  heart disease', 'Rosuvastatin  prescribed for  heart attack risk reduction  stroke risk reduction  heart surgery chance decrease  LDL cholesterol decrease  triglycerides decrease  HDL cholesterol increase  familial heterozygous hypercholesterolemia treatment  familial homozygous hypercholesterolemia treatment', 'Rosuvastatin  emergency contact  poison control helpline  call 911 for severe symptoms', 'Rosuvastatin  works by  slowing cholesterol production', 'Rosuvastatin  taken with  or without food', 'Rosuvastatin  requires lab tests  liver function monitoring', 'Rosuvastatin  class of  HMG CoA reductase inhibitors', 'Rosuvastatin  disposal instruction  do not flush  use take back program']",0.8914214968681335,0.8508651852607727,0.8706713318824768
19,when taking plavix and xarelto blood thinners is it safe to take dilaudid for pain,"Tell your doctor and pharmacist if you are taking anagrelide (Agrylin); aspirin and other nonsteroidal anti-inflammatory drugs (NSAIDs) such as ibuprofen (Advil, Motrin, others), indomethacin (Indocin, Tivorbex), ketoprofen, and naproxen (Aleve, Anaprox, others); cilostazol (Pletal); clopidogrel (Plavix); dipyridamole (Persantine); eptifibatide (Integrilin); heparin; prasugrel (Effient); ticagrelor (Brilinta); ticlopidine; tirofiban (Aggrastat), and warfarin (Coumadin, Jantoven). If you experience any of the following symptoms, call your doctor immediately: back pain, muscle weakness, numbness or tingling (especially in your legs), loss of control of your bowels or bladder, or inability to move your legs.","Based on the provided medical knowledge information, there is no specific data available regarding the safety of taking Dilaudid (hydromorphone) for pain while on a combination of Plavix (clopidogrel) and Xarelto (rivaroxaban). It is recommended to consult with a healthcare provider before combining these medications to ensure safety and effectiveness.",[],0.8360224962234497,0.7829431295394897,0.8086127042770386
20,how is tocilizumab administered,"Tocilizumab injection comes as a solution (liquid) to be injected intravenously (into a vein) in your arm by a doctor or nurse in a medical office or hospital outpatient clinic or as a prefilled syringe to inject subcutaneously (under the skin) by yourself at home. When tocilizumab is given intravenously to treat rheumatoid arthritis or polyarticular juvenile idiopathic arthritis, it is usually given once every 4 weeks. When tocilizumab is given intravenously to treat systemic juvenile idiopathic arthritis, it is usually given once every 2 weeks. When tocilizumab is given intravenously to treat cytokine release syndrome, it is usually given once, but up to 3 additional doses may be given at least 8 hours apart. It will take about 1 hour for you to receive your dose of tocilizumab injection intravenously. When tocilizumab is given subcutaneously to treat rheumatoid arthritis or giant cell arteritis, it is usually given once weekly or once every other week.

You will receive your first subcutaneous dose of tocilizumab injection in your doctor's office. If you will be injecting tocilizumab injection subcutaneously by yourself at home or having a friend or relative inject the medication for you, your doctor will show you or the person who will be injecting the medication how to inject it. You and the person who will be injecting the medication should also read the written instructions for use that come with the medication.

Thirty minutes before you are ready to inject tocilizumab injection, you will need to remove the medication from the refrigerator, take it out of its carton, and allow it to reach room temperature. When removing a prefilled syringe from the box, be careful not to touch the trigger fingers on the syringe. Do not try to warm the medication by heating it in a microwave, placing it in warm water, or through any other method.

Do not remove the cap from the prefilled syringe while the medication is warming. You should remove the cap no more than 5 minutes before you inject the medication. Do not replace the cap after you remove it. Do not use the syringe if you drop it on the floor.

Check the prefilled syringe to be sure that the expiration date printed on the package has not passed, Holding the syringe with the covered needle pointing down, look closely at the liquid in the syringe. The liquid should be clear or pale yellow and should not be cloudy or discolored or contain lumps or particles. Call your pharmacist if there are any problems with the package or the syringe and do not inject the medication.

You may inject tocilizumab injection on the front of the thighs or anywhere on your stomach except your navel (belly button) and the area 2 inches around it. If another person is injecting your medication, the outer area of the upper arms also may be used. Do not inject the medication into skin that is tender, bruised, red, hard, or not intact, or that has scars, moles, or bruises. Choose a different spot each time you inject the medication, at least 1 inch away from a spot that you have used before. If the full dose is not injected, call your doctor or pharmacist.

Do not reuse tocilizumab prefilled syringes and do not recap the syringes after use. Discard any used syringes in a puncture-resistant container and ask your pharmacist how to throw away the container.","Tocilizumab should be administered as a solution to be injected intravenously in your arm by a doctor or nurse, or as a prefilled syringe to inject subcutaneously by yourself at home. It should be administered with the cap removed no more than 5 minutes before injection, the syringe checked for expiration date before use, the liquid in the syringe being clear or pale yellow, and a different spot chosen each time you inject the medication.","['Tocilizumab  should be administered as  a solution to be injected intravenously in your arm by a doctor or nurse  a prefilled syringe to inject subcutaneously by yourself at home', 'Tocilizumab  should be administered with  the cap removed no more than 5 minutes before injection  the syringe checked for expiration date before use  the liquid in the syringe being clear or pale yellow  a different spot chosen each time you inject the medication', ""Tocilizumab  should be administered by  injecting intravenously to treat rheumatoid arthritis once every 4 weeks  injecting intravenously to treat polyarticular juvenile idiopathic arthritis once every 4 weeks  injecting intravenously to treat systemic juvenile idiopathic arthritis once every 2 weeks  injecting intravenously to treat cytokine release syndrome once with up to 3 additional doses at least 8 hours apart  taking about 1 hour to receive the intravenous dose  injecting subcutaneously to treat rheumatoid arthritis once weekly or once every other week  receiving the first subcutaneous dose in your doctor's office  following instructions provided by your doctor for self injection  removing from the refrigerator and allowing it to reach room temperature  discarding used syringes in a puncture resistant container"", 'Tocilizumab  should be administered without  warming by heating in a microwave or warm water  reusing prefilled syringes', 'Tocilizumab  should be administered on  the front of the thighs or anywhere on your stomach except your navel']",0.893651008605957,0.817376434803009,0.853813648223877
